"label","text"
"spam","DM: Private message found with your name. Open http://secure-login.example/verify to remove it. Processing takes only 2 minutes."
"ham","Notification: Your card statement is available in the official app. I added it to the calendar."
"ham","Notification: Please confirm once done. I transferred Rs 500 for booking. Please check and confirm."
"ham","Notification: Your UPI account statement is available in the official app. I added it to the calendar."
"spam","DM: package is pending. Pay Rs 29 redelivery fee at www.account-check.example Support ticket #7835 is open."
"spam","Offer id WIN24. courier is pending. Pay Rs 29 redelivery fee at http://tiny.example/pay"
"spam","DM: Reply OK for details. QuickPay reward unlocked. Claim iPhone using code SAVE50."
"ham","Subject: No rush. Reminder: doctor appointment is scheduled for 9 AM."
"ham","WhatsApp: Reminder: dentist appointment is scheduled for 6:30 PM. Call me after 6:30 PM."
"ham","Telegram: Thanks for sharing the invoice. I will read it tonight. I added it to the calendar."
"ham","Subject: Bring your ID if needed. Your shipment order is out for delivery. Track it in the official app."
"ham","DM: The release update is ready. Feedback welcome when you get time. Thanks again."
"spam","DM: BankSecure reward unlocked. Claim bonus using code LUCKY7. Your reward is already reserved."
"spam","Telegram: This link expires within 24 hours. PayFast reward unlocked. Claim bonus using code FREE100."
"ham","Notification: Bring your ID if needed. The assignment update is ready. Feedback welcome when you get time."
"ham","WhatsApp: Your email account statement is available in the official app. Bring your ID if needed."
"spam","courier is pending. Pay $2 redelivery fee at http://tiny.example/pay Reply WIN for details."
"ham","Notification: I transferred Rs 500 for groceries. Please check and confirm. No rush."
"ham","Telegram: Thanks again. I transferred Rs 2000 for rent. Please check and confirm."
"spam","Notification: Private video found with your name. Open www.account-check.example to remove it. Your reward is already reserved."
"spam","Notification: Congratulations Priya, you won cash prize. click now before today. Processing takes only 2 minutes."
"ham","Notification: Reference #4907. Thanks for sharing the notes. I will read it tonight."
"spam","Re: Your reward is already reserved. crypto bonus active for now. Deposit Rs 5000 and double returns."
"ham","WhatsApp: Thanks for sharing the presentation. I will read it tonight. Bring your ID if needed."
"spam","Notification: Your reward is already reserved. Your trading account KYC is incomplete. Send OTP to avoid disabled."
"spam","DM: LinkedIn verification available today. Share login code to continue. Offer id CLAIM88."
"spam","Telegram: BankSecure alert: unusual activity detected. confirm identity to secure your bank account. Reply WIN for details."
"ham","DM: Call me after 10:30 AM. Can you review the presentation before tomorrow's call?"
"ham","Telegram: The website update is ready. Feedback welcome when you get time. Reference #1928."
"ham","Telegram: The assignment update is ready. Feedback welcome when you get time. We can discuss this later."
"ham","Telegram: Reminder: interview appointment is scheduled for 1 PM. I added it to the calendar."
"spam","WhatsApp: Private post found with your name. Open http://tiny.example/pay to remove it. Reply OK for details."
"spam","Alert: Congratulations Priya, you won free recharge. confirm identity before within 24 hours. Your reward is already reserved."
"spam","Telegram: BankSecure alert: unusual activity detected. click now to secure your card. Limited seats available."
"ham","DM: No rush. I transferred Rs 500 for booking. Please check and confirm."
"ham","Can you review the resume before tomorrow's call? Bring your ID if needed."
"spam","Telegram: Support ticket #6378 is open. Online work: earn Rs 2000 per day from home. Message JOIN to start."
"spam","Re: shipment is pending. Pay Rs 19 redelivery fee at www.account-check.example Offer id WIN24."
"ham","Your trading account statement is available in the official app. No rush."
"spam","Private post found with your name. Open www.account-check.example to remove it. Do not ignore this message."
"spam","Notification: Processing takes only 2 minutes. Facebook verification available today. Share login code to continue."
"spam","WhatsApp: Only selected users can access this. Online work: earn Rs 500 per day from home. Message YES to start."
"spam","DM: Your bank account KYC is incomplete. Send OTP to avoid restricted. Processing takes only 2 minutes."
"spam","Offer id SAVE50. Private message found with your name. Open http://tiny.example/pay to remove it."
"ham","DM: I will be near main office. Lunch at tomorrow? I can book the table if that works."
"ham","DM: No rush. The website update is ready. Feedback welcome when you get time."
"spam","Notification: This link expires within 24 hours. Telegram verification available today. Share login code to continue."
"ham","Notification: Shared in the official group. The assignment update is ready. Feedback welcome when you get time."
"spam","Notification: Processing takes only 2 minutes. investment bonus active for within 24 hours. Deposit Rs 2000 and double returns."
"spam","DM: Limited seats available. grocery is pending. Pay $1 redelivery fee at www.account-check.example"
"ham","DM: Your UPI account statement is available in the official app. I added it to the calendar."
"spam","Alert: Your wallet KYC is incomplete. Send OTP to avoid locked. Limited seats available."
"ham","Subject: Reference #8563. Reminder: service appointment is scheduled for 9 AM."
"ham","Subject: Reference #5696. Please bring milk on the way back."
"ham","WhatsApp: Your parcel order is out for delivery. Track it in the official app. We can discuss this later."
"ham","Update: I added it to the calendar. Thanks for sharing the notes. I will read it tonight."
"ham","WhatsApp: Customer, meeting moved to 9 AM. Please confirm when free. I added it to the calendar."
"ham","DM: Shared in the official group. The release update is ready. Feedback welcome when you get time."
"spam","Subject: Important: profile will be blocked. update details at http://secure-login.example/verify Processing takes only 2 minutes."
"spam","WhatsApp: This link expires within 24 hours. Final notice: wallet access expires today. Verify now at http://tiny.example/pay"
"spam","Processing takes only 2 minutes. Data entry work: earn Rs 500 per day from home. Message START to start."
"spam","DM: Final notice: cloud storage access expires before midnight. Verify now at www.claim-reward.example Offer id WIN24."
"ham","Subject: Please confirm once done. Lunch at 10:30 AM? I can book the table if that works."
"ham","No rush. Sam, meeting moved to 3 PM. Please confirm when free."
"spam","Do not ignore this message. Private photo found with your name. Open http://bonus.example/start to remove it."
"spam","ShopKart reward unlocked. Claim gift card using code LUCKY7. This link expires today."
"spam","Notification: Important: wallet will be closed. claim now at www.claim-reward.example Support ticket #6099 is open."
"spam","You are selected for $5000 instant loan. Reply YES now. Do not ignore this message."
"spam","WhatsApp: Instagram verification available today. Share login code to continue. Reply WIN for details."
"ham","We can discuss this later. Your card statement is available in the official app."
"spam","Notification: Private photo found with your name. Open http://secure-login.example/verify to remove it. Support ticket #6581 is open."
